item_number ,id               ,title                                                                                                                                                                    ,authors                                                                                                                                                                                                                                                                                                              ,abstract_link                    ,pdf_link                         ,html_link                           ,other_formats_link                  ,comments                                                                                                                                                                                                                                                                                                     ,subjects                                                                                                                                                                                ,date
        148 ,arXiv:2409.09357 ,Joint Semantic Knowledge Distillation and Masked Acoustic Modeling for Full-band Speech Restoration with Improved Intelligibility                                        ,"Xiaoyu Liu, Xu Li, Joan Serrà, Santiago Pascual"                                                                                                                                                                                                                                                                    ,https://arxiv.org/abs/2409.09357 ,https://arxiv.org/pdf/2409.09357 ,https://arxiv.org/html/2409.09357v1 ,https://arxiv.org/format/2409.09357 ,Demo link this https URL                                                                                                                                                                                                                                                                                     ,Sound (cs.SD); Artificial Intelligence (cs.AI); Audio and Speech Processing (eess.AS); Signal Processing (eess.SP)                                                                      ,"Tue, 17 Sep 2024"
        149 ,arXiv:2409.09354 ,PeriGuru: A Peripheral Robotic Mobile App Operation Assistant based on GUI Image Understanding and Prompting with LLM                                                    ,"Kelin Fu, Yang Tian, Kaigui Bian"                                                                                                                                                                                                                                                                                   ,https://arxiv.org/abs/2409.09354 ,https://arxiv.org/pdf/2409.09354 ,https://arxiv.org/html/2409.09354v1 ,https://arxiv.org/format/2409.09354 ,                                                                                                                                                                                                                                                                                                             ,Robotics (cs.RO); Artificial Intelligence (cs.AI)                                                                                                                                       ,"Tue, 17 Sep 2024"
        150 ,arXiv:2409.09340 ,Egocentric Speaker Classification in Child-Adult Dyadic Interactions: From Sensing to Computational Modeling                                                             ,"Tiantian Feng, Anfeng Xu, Xuan Shi, Somer Bishop, Shrikanth Narayanan"                                                                                                                                                                                                                                              ,https://arxiv.org/abs/2409.09340 ,https://arxiv.org/pdf/2409.09340 ,https://arxiv.org/html/2409.09340v1 ,https://arxiv.org/format/2409.09340 ,pre-print under review                                                                                                                                                                                                                                                                                       ,Sound (cs.SD); Artificial Intelligence (cs.AI); Audio and Speech Processing (eess.AS)                                                                                                   ,"Tue, 17 Sep 2024"
        151 ,arXiv:2409.09337 ,Wave-U-Mamba: An End-To-End Framework For High-Quality And Efficient Speech Super Resolution                                                                             ,"Yongjoon Lee, Chanwoo Kim"                                                                                                                                                                                                                                                                                          ,https://arxiv.org/abs/2409.09337 ,https://arxiv.org/pdf/2409.09337 ,https://arxiv.org/html/2409.09337v1 ,https://arxiv.org/format/2409.09337 ,"This work has been submitted to the IEEE for possible publication. Copyright may be transferred without notice, after which this version may no longer be accessible"                                                                                                                                       ,Audio and Speech Processing (eess.AS); Artificial Intelligence (cs.AI); Sound (cs.SD)                                                                                                   ,"Tue, 17 Sep 2024"
        152 ,arXiv:2409.09324 ,Efficient Fine-Tuning of Large Language Models for Automated Medical Documentation                                                                                       ,"Hui Yi Leong, Yi Fan Gao, Ji Shuai, Uktu Pamuksuz"                                                                                                                                                                                                                                                                  ,https://arxiv.org/abs/2409.09324 ,https://arxiv.org/pdf/2409.09324 ,                                    ,https://arxiv.org/format/2409.09324 ,"4 pages, 3 Figures, 3 Tables, This is a preprint version of the article. The final version will be published in the proceedings of the IEEE conference"                                                                                                                                                     ,Computation and Language (cs.CL); Artificial Intelligence (cs.AI)                                                                                                                       ,"Tue, 17 Sep 2024"
        153 ,arXiv:2409.09305 ,The T05 System for The VoiceMOS Challenge 2024: Transfer Learning from Deep Image Classifier to Naturalness MOS Prediction of High-Quality Synthetic Speech              ,"Kaito Baba, Wataru Nakata, Yuki Saito, Hiroshi Saruwatari"                                                                                                                                                                                                                                                          ,https://arxiv.org/abs/2409.09305 ,https://arxiv.org/pdf/2409.09305 ,https://arxiv.org/html/2409.09305v1 ,https://arxiv.org/format/2409.09305 ,Accepted by IEEE SLT 2024. Our MOS prediction system (UTMOSv2) is available in this https URL                                                                                                                                                                                                                ,Sound (cs.SD); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Audio and Speech Processing (eess.AS)                                                                         ,"Tue, 17 Sep 2024"
        154 ,arXiv:2409.09298 ,Matrix Profile for Anomaly Detection on Multidimensional Time Series                                                                                                     ,"Chin-Chia Michael Yeh, Audrey Der, Uday Singh Saini, Vivian Lai, Yan Zheng, Junpeng Wang, Xin Dai, Zhongfang Zhuang, Yujie Fan, Huiyuan Chen, Prince Osei Aboagye, Liang Wang, Wei Zhang, Eamonn Keogh"                                                                                                             ,https://arxiv.org/abs/2409.09298 ,https://arxiv.org/pdf/2409.09298 ,https://arxiv.org/html/2409.09298v1 ,https://arxiv.org/format/2409.09298 ,                                                                                                                                                                                                                                                                                                             ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Databases (cs.DB)                                                                                                            ,"Tue, 17 Sep 2024"
        155 ,arXiv:2409.09281 ,"Language Models ""Grok"" to Copy"                                                                                                                                       ,"Ang Lv, Ruobing Xie, Xingwu Sun, Zhanhui Kang, Rui Yan"                                                                                                                                                                                                                                                             ,https://arxiv.org/abs/2409.09281 ,https://arxiv.org/pdf/2409.09281 ,https://arxiv.org/html/2409.09281v1 ,https://arxiv.org/format/2409.09281 ,"5 pages, 7 figures"                                                                                                                                                                                                                                                                                         ,Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)                                                                                             ,"Tue, 17 Sep 2024"
        156 ,arXiv:2409.09280 ,An empirical evaluation of using ChatGPT to summarize disputes for recommending similar labor and employment cases in Chinese                                            ,"Po-Hsien Wu, Chao-Lin Liu, Wei-Jie Li"                                                                                                                                                                                                                                                                              ,https://arxiv.org/abs/2409.09280 ,https://arxiv.org/pdf/2409.09280 ,                                    ,https://arxiv.org/format/2409.09280 ,"14 pages, 5 figures, 2 tables, the 18th Int'l Workshop on Juris-Informatics (JURISIN 2024), associated with the 16th JSAI International Symposium on AI (JSAI-isAI 2024)"                                                                                                                                   ,Computation and Language (cs.CL); Artificial Intelligence (cs.AI)                                                                                                                       ,"Tue, 17 Sep 2024"
        157 ,arXiv:2409.09274 ,LabellessFace: Fair Metric Learning for Face Recognition without Attribute Labels                                                                                        ,"Tetsushi Ohki, Yuya Sato, Masakatsu Nishigaki, Koichi Ito"                                                                                                                                                                                                                                                          ,https://arxiv.org/abs/2409.09274 ,https://arxiv.org/pdf/2409.09274 ,https://arxiv.org/html/2409.09274v1 ,https://arxiv.org/format/2409.09274 ,                                                                                                                                                                                                                                                                                                             ,Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computers and Society (cs.CY); Machine Learning (cs.LG)                                               ,"Tue, 17 Sep 2024"
        158 ,arXiv:2409.09272 ,SafeEar: Content Privacy-Preserving Audio Deepfake Detection                                                                                                             ,"Xinfeng Li, Kai Li, Yifan Zheng, Chen Yan, Xiaoyu Ji, Wenyuan Xu"                                                                                                                                                                                                                                                   ,https://arxiv.org/abs/2409.09272 ,https://arxiv.org/pdf/2409.09272 ,https://arxiv.org/html/2409.09272v1 ,https://arxiv.org/format/2409.09272 ,"Accepted by ACM CCS 2024. Please cite this paper as ""Xinfeng Li, Kai Li, Yifan Zheng, Chen Yan, Xiaoyu Ji, Wenyuan Xu. SafeEar: Content Privacy-Preserving Audio Deepfake Detection. In Proceedings of ACM Conference on Computer and Communications Security (CCS), 2024."""                              ,Cryptography and Security (cs.CR); Artificial Intelligence (cs.AI); Multimedia (cs.MM); Sound (cs.SD); Audio and Speech Processing (eess.AS)                                            ,"Tue, 17 Sep 2024"
        159 ,arXiv:2409.09269 ,"Guiding Vision-Language Model Selection for Visual Question-Answering Across Tasks, Domains, and Knowledge Types"                                                       ,"Neelabh Sinha, Vinija Jain, Aman Chadha"                                                                                                                                                                                                                                                                            ,https://arxiv.org/abs/2409.09269 ,https://arxiv.org/pdf/2409.09269 ,https://arxiv.org/html/2409.09269v1 ,https://arxiv.org/format/2409.09269 ,8 pages + references + 6 pages of Appendix                                                                                                                                                                                                                                                                   ,Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG)                                            ,"Tue, 17 Sep 2024"
        160 ,arXiv:2409.09263 ,Operational Wind Speed Forecasts for Chile's Electric Power Sector Using a Hybrid ML Model                                                                               ,"Dhruv Suri, Praneet Dutta, Flora Xue, Ines Azevedo, Ravi Jain"                                                                                                                                                                                                                                                      ,https://arxiv.org/abs/2409.09263 ,https://arxiv.org/pdf/2409.09263 ,https://arxiv.org/html/2409.09263v1 ,https://arxiv.org/format/2409.09263 ,                                                                                                                                                                                                                                                                                                             ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Systems and Control (eess.SY)                                                                                                ,"Tue, 17 Sep 2024"
        161 ,arXiv:2409.09261 ,What Is Wrong with My Model? Identifying Systematic Problems with Semantic Data Slicing                                                                                  ,"Chenyang Yang, Yining Hong, Grace A. Lewis, Tongshuang Wu, Christian Kästner"                                                                                                                                                                                                                                       ,https://arxiv.org/abs/2409.09261 ,https://arxiv.org/pdf/2409.09261 ,https://arxiv.org/html/2409.09261v1 ,https://arxiv.org/format/2409.09261 ,                                                                                                                                                                                                                                                                                                             ,Software Engineering (cs.SE); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG)                                                               ,"Tue, 17 Sep 2024"
        162 ,arXiv:2409.09253 ,Unleash LLMs Potential for Recommendation by Coordinating Twin-Tower Dynamic Semantic Token Generator                                                                    ,"Jun Yin, Zhengxin Zeng, Mingzheng Li, Hao Yan, Chaozhuo Li, Weihao Han, Jianjin Zhang, Ruochen Liu, Allen Sun, Denvy Deng, Feng Sun, Qi Zhang, Shirui Pan, Senzhang Wang"                                                                                                                                           ,https://arxiv.org/abs/2409.09253 ,https://arxiv.org/pdf/2409.09253 ,https://arxiv.org/html/2409.09253v1 ,https://arxiv.org/format/2409.09253 ,                                                                                                                                                                                                                                                                                                             ,Information Retrieval (cs.IR); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Machine Learning (cs.LG)                                                              ,"Tue, 17 Sep 2024"
        163 ,arXiv:2409.09251 ,ETAGE: Enhanced Test Time Adaptation with Integrated Entropy and Gradient Norms for Robust Model Performance                                                             ,"Afshar Shamsi, Rejisa Becirovic, Ahmadreza Argha, Ehsan Abbasnejad, Hamid Alinejad-Rokny, Arash Mohammadi"                                                                                                                                                                                                          ,https://arxiv.org/abs/2409.09251 ,https://arxiv.org/pdf/2409.09251 ,https://arxiv.org/html/2409.09251v1 ,https://arxiv.org/format/2409.09251 ,                                                                                                                                                                                                                                                                                                             ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI)                                                                                                                               ,"Tue, 17 Sep 2024"
        164 ,arXiv:2409.09245 ,Robust Training of Neural Networks at Arbitrary Precision and Sparsity                                                                                                   ,"Chengxi Ye, Grace Chu, Yanfeng Liu, Yichi Zhang, Lukasz Lew, Andrew Howard"                                                                                                                                                                                                                                         ,https://arxiv.org/abs/2409.09245 ,https://arxiv.org/pdf/2409.09245 ,https://arxiv.org/html/2409.09245v1 ,https://arxiv.org/format/2409.09245 ,                                                                                                                                                                                                                                                                                                             ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Computer Vision and Pattern Recognition (cs.CV); Numerical Analysis (math.NA)              ,"Tue, 17 Sep 2024"
        165 ,arXiv:2409.09240 ,Cross-Entropy Optimization for Hyperparameter Optimization in Stochastic Gradient-based Approaches to Train Deep Neural Networks                                         ,"Kevin Li, Fulu Li"                                                                                                                                                                                                                                                                                                  ,https://arxiv.org/abs/2409.09240 ,https://arxiv.org/pdf/2409.09240 ,                                    ,https://arxiv.org/format/2409.09240 ,"6 pages, 2 figures"                                                                                                                                                                                                                                                                                         ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI)                                                                                                                               ,"Tue, 17 Sep 2024"
        166 ,arXiv:2409.09239 ,Autoregressive + Chain of Thought (CoT) $\simeq$ Recurrent: Recurrence's Role in Language Models and a Revist of Recurrent Transformer                                   ,"Xiang Zhang, Muhammad Abdul-Mageed, Laks V.S. Lakshmanan"                                                                                                                                                                                                                                                           ,https://arxiv.org/abs/2409.09239 ,https://arxiv.org/pdf/2409.09239 ,https://arxiv.org/html/2409.09239v1 ,https://arxiv.org/format/2409.09239 ,                                                                                                                                                                                                                                                                                                             ,Computation and Language (cs.CL); Artificial Intelligence (cs.AI)                                                                                                                       ,"Tue, 17 Sep 2024"
        167 ,arXiv:2409.09201 ,Contextual Evaluation of Large Language Models for Classifying Tropical and Infectious Diseases                                                                          ,"Mercy Asiedu, Nenad Tomasev, Chintan Ghate, Tiya Tiyasirichokchai, Awa Dieng, Oluwatosin Akande, Geoffrey Siwo, Steve Adudans, Sylvanus Aitkins, Odianosen Ehiakhamen, Katherine Heller"                                                                                                                            ,https://arxiv.org/abs/2409.09201 ,https://arxiv.org/pdf/2409.09201 ,https://arxiv.org/html/2409.09201v1 ,https://arxiv.org/format/2409.09201 ,                                                                                                                                                                                                                                                                                                             ,Computation and Language (cs.CL); Artificial Intelligence (cs.AI)                                                                                                                       ,"Tue, 17 Sep 2024"
        168 ,arXiv:2409.09194 ,Hierarchical Hypercomplex Network for Multimodal Emotion Recognition                                                                                                     ,"Eleonora Lopez, Aurelio Uncini, Danilo Comminiello"                                                                                                                                                                                                                                                                 ,https://arxiv.org/abs/2409.09194 ,https://arxiv.org/pdf/2409.09194 ,https://arxiv.org/html/2409.09194v1 ,https://arxiv.org/format/2409.09194 ,The paper has been accepted at MLSP 2024                                                                                                                                                                                                                                                                     ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)                                                                              ,"Tue, 17 Sep 2024"
        169 ,arXiv:2409.09191 ,ProcessTBench: An LLM Plan Generation Dataset for Process Mining                                                                                                         ,"Andrei Cosmin Redis, Mohammadreza Fani Sani, Bahram Zarrin, Andrea Burattin"                                                                                                                                                                                                                                        ,https://arxiv.org/abs/2409.09191 ,https://arxiv.org/pdf/2409.09191 ,https://arxiv.org/html/2409.09191v1 ,https://arxiv.org/format/2409.09191 ,"6 pages, 4 figures, dataset available at this https URL"                                                                                                                                                                                                                                                    ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Emerging Technologies (cs.ET)                                                                                                ,"Tue, 17 Sep 2024"
        170 ,arXiv:2409.09174 ,Incorporation of Verifier Functionality in the Software for Operations and Network Attack Results Review and the Autonomous Penetration Testing System                   ,"Jordan Milbrath, Jeremy Straub"                                                                                                                                                                                                                                                                                     ,https://arxiv.org/abs/2409.09174 ,https://arxiv.org/pdf/2409.09174 ,                                    ,https://arxiv.org/format/2409.09174 ,The U.S. federal sponsor has requested that we not include funding acknowledgement for this publication                                                                                                                                                                                                      ,Cryptography and Security (cs.CR); Artificial Intelligence (cs.AI)                                                                                                                      ,"Tue, 17 Sep 2024"
        171 ,arXiv:2409.09173 ,"Phikon-v2, A large and public feature extractor for biomarker prediction"                                                                                               ,"Alexandre Filiot, Paul Jacob, Alice Mac Kain, Charlie Saillard"                                                                                                                                                                                                                                                     ,https://arxiv.org/abs/2409.09173 ,https://arxiv.org/pdf/2409.09173 ,https://arxiv.org/html/2409.09173v1 ,https://arxiv.org/format/2409.09173 ,                                                                                                                                                                                                                                                                                                             ,Image and Video Processing (eess.IV); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)                                                                  ,"Tue, 17 Sep 2024"
        172 ,arXiv:2409.09171 ,The Challenges of Effective AGM Belief Contraction                                                                                                                       ,"Dominik Klumpp, Jandson S. Ribeiro"                                                                                                                                                                                                                                                                                 ,https://arxiv.org/abs/2409.09171 ,https://arxiv.org/pdf/2409.09171 ,https://arxiv.org/html/2409.09171v1 ,https://arxiv.org/format/2409.09171 ,"20 pages, 4 figures"                                                                                                                                                                                                                                                                                        ,Logic in Computer Science (cs.LO); Artificial Intelligence (cs.AI)                                                                                                                      ,"Tue, 17 Sep 2024"
        173 ,arXiv:2409.09169 ,Curricula for Learning Robust Policies over Factored State Representations in Changing Environments                                                                      ,"Panayiotis Panayiotou, Özgür Şimşek"                                                                                                                                                                                                                                                                                ,https://arxiv.org/abs/2409.09169 ,https://arxiv.org/pdf/2409.09169 ,https://arxiv.org/html/2409.09169v1 ,https://arxiv.org/format/2409.09169 ,17th European Workshop on Reinforcement Learning (EWRL 2024)                                                                                                                                                                                                                                                 ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI)                                                                                                                               ,"Tue, 17 Sep 2024"
        174 ,arXiv:2409.09111 ,Neural Message Passing Induced by Energy-Constrained Diffusion                                                                                                           ,"Qitian Wu, David Wipf, Junchi Yan"                                                                                                                                                                                                                                                                                  ,https://arxiv.org/abs/2409.09111 ,https://arxiv.org/pdf/2409.09111 ,https://arxiv.org/html/2409.09111v1 ,https://arxiv.org/format/2409.09111 ,Extended version from DIFFormer paper in ICLR2023                                                                                                                                                                                                                                                            ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI)                                                                                                                               ,"Tue, 17 Sep 2024"
        175 ,arXiv:2409.09106 ,Recent Trends in Modelling the Continuous Time Series using Deep Learning: A Survey                                                                                      ,"Mansura Habiba, Barak A. Pearlmutter, Mehrdad Maleki"                                                                                                                                                                                                                                                               ,https://arxiv.org/abs/2409.09106 ,https://arxiv.org/pdf/2409.09106 ,                                    ,https://arxiv.org/format/2409.09106 ,                                                                                                                                                                                                                                                                                                             ,Machine Learning (cs.LG); Artificial Intelligence (cs.AI)                                                                                                                               ,"Tue, 17 Sep 2024"
        176 ,arXiv:2409.09086 ,Inf-MLLM: Efficient Streaming Inference of Multimodal Large Language Models on a Single GPU                                                                              ,"Zhenyu Ning, Jieru Zhao, Qihao Jin, Wenchao Ding, Minyi Guo"                                                                                                                                                                                                                                                        ,https://arxiv.org/abs/2409.09086 ,https://arxiv.org/pdf/2409.09086 ,https://arxiv.org/html/2409.09086v1 ,https://arxiv.org/format/2409.09086 ,                                                                                                                                                                                                                                                                                                             ,"Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Distributed, Parallel, and Cluster Computing (cs.DC); Performance (cs.PF)" ,"Tue, 17 Sep 2024"
        177 ,arXiv:2409.09079 ,D3-GNN: Dynamic Distributed Dataflow for Streaming Graph Neural Networks                                                                                                 ,"Rustam Guliyev, Aparajita Haldar, Hakan Ferhatosmanoglu"                                                                                                                                                                                                                                                            ,https://arxiv.org/abs/2409.09079 ,https://arxiv.org/pdf/2409.09079 ,https://arxiv.org/html/2409.09079v1 ,https://arxiv.org/format/2409.09079 ,"14 pages, 7 figures, published at VLDB'24"                                                                                                                                                                                                                                                                  ,"Distributed, Parallel, and Cluster Computing (cs.DC); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)"                                                                       ,"Tue, 17 Sep 2024"
        178 ,arXiv:2409.09074 ,Fair Reinforcement Learning Algorithm for PV Active Control in LV Distribution Networks                                                                                  ,"Maurizio Vassallo, Amina Benzerga, Alireza Bahmanyar, Damien Ernst"                                                                                                                                                                                                                                                 ,https://arxiv.org/abs/2409.09074 ,https://arxiv.org/pdf/2409.09074 ,https://arxiv.org/html/2409.09074v1 ,https://arxiv.org/format/2409.09074 ,                                                                                                                                                                                                                                                                                                             ,Systems and Control (eess.SY); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)                                                                                                ,"Tue, 17 Sep 2024"
        179 ,arXiv:2409.09072 ,Joint Model Assignment and Resource Allocation for Cost-Effective Mobile Generative Services                                                                             ,"Shuangwei Gao, Peng Yang, Yuxin Kong, Feng Lyu, Ning Zhang"                                                                                                                                                                                                                                                         ,https://arxiv.org/abs/2409.09072 ,https://arxiv.org/pdf/2409.09072 ,https://arxiv.org/html/2409.09072v1 ,https://arxiv.org/format/2409.09072 ,                                                                                                                                                                                                                                                                                                             ,"Distributed, Parallel, and Cluster Computing (cs.DC); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)"                                                                       ,"Tue, 17 Sep 2024"
        180 ,arXiv:2409.09071 ,ELMS: Elasticized Large Language Models On Mobile Devices                                                                                                                ,"Wangsong Yin, Rongjie Yi, Daliang Xu, Gang Huang, Mengwei Xu, Xuanzhe Liu"                                                                                                                                                                                                                                          ,https://arxiv.org/abs/2409.09071 ,https://arxiv.org/pdf/2409.09071 ,https://arxiv.org/html/2409.09071v1 ,https://arxiv.org/format/2409.09071 ,Technical Report                                                                                                                                                                                                                                                                                             ,"Distributed, Parallel, and Cluster Computing (cs.DC); Artificial Intelligence (cs.AI)"                                                                                                 ,"Tue, 17 Sep 2024"
        181 ,arXiv:2409.09069 ,Temporal Many-valued Conditional Logics: a Preliminary Report                                                                                                            ,"Mario Alviano, Laura Giordano, Daniele Theseider Dupré"                                                                                                                                                                                                                                                             ,https://arxiv.org/abs/2409.09069 ,https://arxiv.org/pdf/2409.09069 ,https://arxiv.org/html/2409.09069v1 ,https://arxiv.org/format/2409.09069 ,8 pages                                                                                                                                                                                                                                                                                                      ,Logic in Computer Science (cs.LO); Artificial Intelligence (cs.AI)                                                                                                                      ,"Tue, 17 Sep 2024"
        182 ,arXiv:2409.09063 ,TS-EoH: An Edge Server Task Scheduling Algorithm Based on Evolution of Heuristic                                                                                         ,"Wang Yatong, Pei Yuchen, Zhao Yuqi"                                                                                                                                                                                                                                                                                 ,https://arxiv.org/abs/2409.09063 ,https://arxiv.org/pdf/2409.09063 ,https://arxiv.org/html/2409.09063v1 ,https://arxiv.org/format/2409.09063 ,                                                                                                                                                                                                                                                                                                             ,"Distributed, Parallel, and Cluster Computing (cs.DC); Artificial Intelligence (cs.AI)"                                                                                                 ,"Tue, 17 Sep 2024"
        183 ,arXiv:2409.09058 ,Redefining Data-Centric Design: A New Approach with a Domain Model and Core Data Ontology for Computational Systems                                                      ,"William Johnson, James Davis, Tara Kelly"                                                                                                                                                                                                                                                                           ,https://arxiv.org/abs/2409.09058 ,https://arxiv.org/pdf/2409.09058 ,                                    ,https://arxiv.org/format/2409.09058 ,                                                                                                                                                                                                                                                                                                             ,"Distributed, Parallel, and Cluster Computing (cs.DC); Artificial Intelligence (cs.AI); Machine Learning (cs.LG)"                                                                       ,"Tue, 17 Sep 2024"
        184 ,arXiv:2409.09054 ,"Evaluating the Performance of Large Language Models in Competitive Programming: A Multi-Year, Multi-Grade Analysis"                                                     ,"Adrian Marius Dumitran, Adrian Catalin Badea, Stefan-Gabriel Muscalu"                                                                                                                                                                                                                                               ,https://arxiv.org/abs/2409.09054 ,https://arxiv.org/pdf/2409.09054 ,https://arxiv.org/html/2409.09054v1 ,https://arxiv.org/format/2409.09054 ,"7 pages, Inista 2024"                                                                                                                                                                                                                                                                                       ,Software Engineering (cs.SE); Artificial Intelligence (cs.AI); Programming Languages (cs.PL)                                                                                            ,"Tue, 17 Sep 2024"
        185 ,arXiv:2409.09053 ,Deep learning-based classification of breast cancer molecular subtypes from H&E whole-slide images                                                                       ,"Masoud Tafavvoghi, Anders Sildnes, Mehrdad Rakaee, Nikita Shvetsov, Lars Ailo Bongo, Lill-Tove Rasmussen Busund, Kajsa Møllersen"                                                                                                                                                                                   ,https://arxiv.org/abs/2409.09053 ,https://arxiv.org/pdf/2409.09053 ,                                    ,https://arxiv.org/format/2409.09053 ,"16 pages, 5 figures (+4 supplementary figures), 4 tables"                                                                                                                                                                                                                                                   ,Image and Video Processing (eess.IV); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)                                                                  ,"Tue, 17 Sep 2024"
        186 ,arXiv:2409.09052 ,OrthoDoc: Multimodal Large Language Model for Assisting Diagnosis in Computed Tomography                                                                                 ,"Youzhu Jin, Yichen Zhang"                                                                                                                                                                                                                                                                                           ,https://arxiv.org/abs/2409.09052 ,https://arxiv.org/pdf/2409.09052 ,https://arxiv.org/html/2409.09052v1 ,https://arxiv.org/format/2409.09052 ,"8 pages, 1 figure"                                                                                                                                                                                                                                                                                          ,Image and Video Processing (eess.IV); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV)                                                                  ,"Tue, 17 Sep 2024"
